case,seed,run_id,wall_clock_s,wall_clock_min,server_round,eval_acc
E,1337,cxrzamhs,5004.198559886,83.40330933143333,12,0.6335
E,1337,cxrzamhs,5410.09347618,90.168224603,13,0.6405
E,1337,cxrzamhs,5817.160657632,96.9526776272,14,0.6466
E,1337,cxrzamhs,6226.07880113,103.76798001883334,15,0.6506
E,1337,cxrzamhs,6632.056822364,110.53428037273333,16,0.6604
E,1337,cxrzamhs,7037.143856448,117.28573094080001,17,0.6606
E,1337,cxrzamhs,7446.188737615,124.10314562691666,18,0.6699
E,1337,cxrzamhs,7853.231670443,130.88719450738333,19,0.6723
E,1337,cxrzamhs,8257.215282528,137.62025470880002,20,0.6799
E,1338,jbpa4i7h,423.002974466,7.050049574433333,,0.0933
E,1338,jbpa4i7h,1491.318580157,24.855309669283333,1,0.2971
E,1338,jbpa4i7h,1913.569148703,31.89281914505,2,0.4309
E,1338,jbpa4i7h,2337.574799696,38.95957999493333,3,0.5091
E,1338,jbpa4i7h,2760.735365818,46.01225609696667,4,0.5422
E,1338,jbpa4i7h,3184.835133031,53.080585550516666,5,0.5737
E,1338,jbpa4i7h,3610.066606783,60.16777677971667,6,0.5944
E,1338,jbpa4i7h,4031.150251302,67.1858375217,7,0.6111
E,1338,jbpa4i7h,4456.340887341,74.27234812235,8,0.6225
E,1338,jbpa4i7h,4881.416561308,81.35694268846667,9,0.6335
E,1338,jbpa4i7h,5305.403881931,88.42339803218333,10,0.6431
E,1338,jbpa4i7h,5728.737263867,95.47895439778334,11,0.6531
E,1338,jbpa4i7h,6153.075412943,102.55125688238333,12,0.6613
E,1338,jbpa4i7h,6581.734536437,109.69557560728335,13,0.6673
E,1338,jbpa4i7h,7003.883558367,116.73139263945,14,0.6712
E,1338,jbpa4i7h,7427.984466923,123.79974111538333,15,0.6785
E,1338,jbpa4i7h,7855.073607059,130.91789345098334,16,0.6831
E,1338,jbpa4i7h,8281.387170841,138.02311951401668,17,0.688
E,1338,jbpa4i7h,8706.300419272,145.10500698786666,18,0.6916
E,1338,jbpa4i7h,9134.345682314,152.23909470523333,19,0.694
E,1338,jbpa4i7h,9555.517687694,159.25862812823334,20,0.6945
E,1339,2f390yeq,519.708628358,8.661810472633334,,0.095
E,1339,2f390yeq,1891.231731926,31.520528865433334,1,0.2421
E,1339,2f390yeq,2314.521874525,38.575364575416664,2,0.3966
E,1339,2f390yeq,2739.698265329,45.66163775548333,3,0.4219
E,1339,2f390yeq,3164.806215598,52.74677025996667,4,0.4898
E,1339,2f390yeq,3589.932606795,59.83221011325,5,0.5125
E,1339,2f390yeq,4018.314569767,66.97190949611667,6,0.546
E,1339,2f390yeq,4442.19601057,74.03660017616667,7,0.5662
E,1339,2f390yeq,4868.409616779,81.14016027965,8,0.5834
E,1339,2f390yeq,5289.386798743,88.15644664571667,9,0.5924
E,1339,2f390yeq,5715.533401773,95.25889002955,10,0.605
E,1339,2f390yeq,6139.678375897,102.32797293161666,11,0.612
E,1339,2f390yeq,6569.766086451,109.49610144085,12,0.6252
E,1339,2f390yeq,6996.876836601,116.61461394335,13,0.6318
E,1339,2f390yeq,7417.99605706,123.63326761766666,14,0.6362
E,1339,2f390yeq,7844.420277042,130.7403379507,15,0.642
E,1339,2f390yeq,8269.574791499,137.82624652498333,16,0.6425
E,1339,2f390yeq,8694.864001766,144.91440002943332,17,0.6507
E,1339,2f390yeq,9120.025598673,152.00042664455,18,0.6537
E,1339,2f390yeq,9545.340920549,159.08901534248335,19,0.6549
E,1339,2f390yeq,9970.873694239,166.18122823731667,20,0.6604
