run_id,method,buffer_size,source,server_step,client_trips_total,node_id,device_type,staleness
j81afai0,fedbuff,10,network_main,4,40,16072773922927026733,rpi4,3
j81afai0,fedbuff,10,network_main,5,41,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,5,42,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,5,43,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,5,44,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,5,45,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,5,46,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,5,47,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,5,48,7128656950960683477,rpi4,4
j81afai0,fedbuff,10,network_main,5,49,16868506971220395663,rpi5,1
j81afai0,fedbuff,10,network_main,5,50,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,6,51,12941662399831504032,rpi5,2
j81afai0,fedbuff,10,network_main,6,52,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,6,53,11318486243711775647,rpi4,3
j81afai0,fedbuff,10,network_main,6,54,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,6,55,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,6,56,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,6,57,6651852218780769558,rpi4,3
j81afai0,fedbuff,10,network_main,6,58,10578321295934146575,rpi4,3
j81afai0,fedbuff,10,network_main,6,59,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,6,60,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,7,61,4392353453518496575,rpi5,2
j81afai0,fedbuff,10,network_main,7,62,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,7,63,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,7,64,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,7,65,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,7,66,16868506971220395663,rpi5,2
j81afai0,fedbuff,10,network_main,7,67,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,7,68,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,7,69,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,7,70,4062665300245713518,rpi5,0
j81afai0,fedbuff,10,network_main,8,71,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,8,72,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,8,73,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,8,74,11318486243711775647,rpi4,2
j81afai0,fedbuff,10,network_main,8,75,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,8,76,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,8,77,10578321295934146575,rpi4,2
j81afai0,fedbuff,10,network_main,8,78,6651852218780769558,rpi4,2
j81afai0,fedbuff,10,network_main,8,79,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,8,80,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,9,81,16868506971220395663,rpi5,2
j81afai0,fedbuff,10,network_main,9,82,1584522094463059646,rpi5,2
j81afai0,fedbuff,10,network_main,9,83,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,9,84,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,9,85,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,9,86,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,9,87,16072773922927026733,rpi4,4
j81afai0,fedbuff,10,network_main,9,88,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,9,89,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,9,90,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,10,91,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,10,92,7128656950960683477,rpi4,5
j81afai0,fedbuff,10,network_main,10,93,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,10,94,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,10,95,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,10,96,16868506971220395663,rpi5,1
j81afai0,fedbuff,10,network_main,10,97,5018383628358028546,rpi5,1
